,data,precipitacao,pressao_atm,radiacao,temperatura_ar,temperatura_orvalho,umidade_rel,vento_direcao,vento_rajada_max,vento_velocidade,temperatura_min,temperatura_max,pm10,so2,no2,o3,co,pm10_min,so2_min,no2_min,o3_min,co_min,pm10_max,so2_max,no2_max,o3_max,co_max,internacoes
399,2021-06-19,0.0333333333333333,1016.3333333333334,295.50909090909084,13.879166666666668,12.050000000000002,88.83333333333333,116.66666666666669,3.5541666666666667,1.0625,12.0,16.4,14.61875,12.03,16.373749999999998,6.75875,,6.0,11.55,2.66,0.98,,26.35,12.51,36.31,21.03,,3
400,2021-06-20,0.0333333333333333,1014.8291666666668,593.7272727272727,15.054166666666667,13.558333333333332,91.08333333333331,233.83333333333331,2.7125,0.9541666666666666,13.8,17.2,12.166666666666666,11.78375,7.680833333333332,6.900000000000001,,6.0,11.21,2.6,0.98,,30.52,12.53,18.22,20.34,,3
401,2021-06-21,0.0583333333333333,1016.2333333333332,228.7363636363636,13.795833333333334,12.466666666666663,91.58333333333331,127.0,3.5500000000000003,1.0208333333333333,13.4,14.2,7.198333333333333,11.5025,8.208333333333334,14.500416666666666,,6.0,10.97,2.69,0.98,,19.89,12.45,14.49,30.26,,10
402,2021-06-22,0.0,1017.1083333333332,479.8727272727273,14.183333333333332,12.516666666666666,89.91666666666667,133.875,3.7166666666666655,1.2041666666666666,12.7,16.3,7.517500000000001,11.202083333333334,8.012083333333335,20.63125,,6.0,10.8,1.7,7.07,,17.22,12.73,24.64,38.53,,15
403,2021-06-23,0.0,1015.8250000000002,731.0545454545455,16.033333333333335,13.2875,84.45833333333333,98.75,5.345833333333334,1.5083333333333335,13.9,19.4,7.394583333333333,11.783750000000005,9.759583333333332,16.113333333333333,,6.0,10.83,1.14,0.98,,26.33,12.65,21.68,32.94,,6
404,2021-06-24,0.2833333333333334,1003.6166666666668,334.3636363636364,17.508333333333336,13.783333333333331,79.08333333333333,156.20833333333334,6.516666666666667,1.820833333333333,16.0,20.7,9.405833333333334,15.072916666666666,13.4525,9.572083333333332,,6.0,11.36,4.09,0.98,,21.66,44.3,25.28,23.75,,8
405,2021-06-25,0.0,1010.9916666666668,1146.4,15.487500000000002,10.7625,74.875,254.20833333333331,5.108333333333333,1.6416666666666668,12.7,18.5,10.53625,14.51875,13.289166666666668,18.50875,,6.0,12.58,0.47,0.98,,33.42,26.54,40.45,46.48,,4
406,2021-06-26,3.375,1007.4791666666666,66.47999999999999,14.116666666666664,12.425,89.875,125.45833333333331,5.458333333333333,1.6375,11.7,16.4,7.405833333333334,12.009166666666664,9.784166666666666,13.907083333333333,,6.0,11.4,4.3,4.72,,16.12,12.55,16.66,24.07,,10
407,2021-06-27,1.1916666666666669,1008.3833333333332,97.98125,13.8625,11.908333333333331,88.25,220.83333333333331,6.920833333333333,2.066666666666667,11.6,16.5,33.806,12.005,4.209166666666667,21.3,,6.0,11.27,0.47,14.72,,100.0,13.1,10.09,28.57,,2
408,2021-06-28,0.0,1017.3791666666666,1081.709090909091,9.179166666666667,3.3333333333333326,67.70833333333333,279.5833333333333,8.275,2.4375,7.5,10.9,6.0,59.59666666666667,10.419166666666667,23.359583333333333,,6.0,11.33,0.47,3.08,,6.0,287.6,27.78,39.97,,8
409,2021-06-29,0.0,1017.425,481.990909090909,8.1125,2.454166666666667,67.70833333333333,291.4166666666667,10.316666666666668,3.391666666666667,7.2,8.7,9.142105263157896,111.08541666666667,12.281666666666666,20.71,,6.0,13.85,4.0,12.39,,22.59,668.5,21.6,28.1,,17
410,2021-06-30,0.0583333333333333,1021.2541666666666,327.22727272727275,8.987499999999999,6.570833333333333,85.04166666666667,284.4166666666667,6.854166666666667,2.0666666666666664,7.7,10.9,9.666818181818185,35.109166666666674,12.93125,16.172916666666666,,6.0,12.82,0.47,0.98,,35.92,164.6,25.71,31.03,,7
411,2021-07-01,0.0,1021.35,1071.2,10.795833333333334,8.737499999999999,87.91666666666667,182.79166666666663,2.0416666666666665,0.7833333333333332,6.6,16.3,9.234210526315788,14.074583333333331,19.665416666666665,8.167083333333332,,6.0,12.54,3.79,0.98,,28.81,17.33,50.09,36.2,,7
412,2021-07-02,0.0083333333333333,1017.4583333333334,1115.909090909091,12.916666666666666,9.258333333333333,80.75,180.79166666666663,2.8375,1.1041666666666667,8.2,19.2,16.705,19.632916666666663,19.79217391304348,10.990416666666668,,6.0,11.65,4.12,0.98,,59.36,103.0,45.12,45.81,,6
413,2021-07-03,0.0,1018.5625,1131.3818181818183,12.204166666666667,8.708333333333334,81.375,176.0,1.9458333333333333,0.7041666666666666,8.4,17.5,28.346315789473685,14.58875,22.83083333333333,15.822083333333332,,6.0,12.58,9.12,0.98,,56.18,35.24,51.04,57.54,,2
414,2021-07-04,0.0083333333333333,1019.3458333333334,861.7,10.545833333333333,8.229166666666666,86.04166666666667,137.16666666666666,2.625,0.9291666666666668,6.0,15.1,27.382083333333338,12.598333333333334,16.593333333333334,12.043333333333337,,6.0,11.56,6.33,0.98,,44.97,13.16,36.76,44.21,,9
415,2021-07-05,0.0083333333333333,1018.4458333333332,1048.2272727272727,12.204166666666666,9.716666666666669,85.95833333333333,126.95833333333331,2.3375,0.8083333333333335,7.2,18.5,34.60823529411764,14.893333333333333,30.969166666666663,12.38625,,6.0,11.42,10.18,0.98,,66.78,29.26,90.46,42.33,,8
416,2021-07-06,0.0083333333333333,1017.9875,895.2333333333335,13.9875,11.875,87.91666666666667,150.54166666666666,2.8541666666666665,0.875,10.8,19.0,31.40875,15.3975,24.66625,13.36625,,6.0,12.17,9.24,0.98,,48.99,25.29,44.82,43.96,,12
417,2021-07-07,0.0,1015.775,1117.7363636363636,16.7,11.404166666666669,73.375,121.08333333333331,3.5041666666666664,1.075,11.0,23.2,37.15375,37.98583333333333,23.52565217391304,8.542857142857141,,6.0,12.24,7.64,0.98,,70.39,299.2,45.6,34.47,,4
418,2021-07-08,0.0,1014.5625,1107.3818181818183,16.933333333333334,12.545833333333334,77.0,146.04166666666666,2.3375,0.7666666666666666,12.4,22.0,46.95625,18.043333333333333,30.942916666666665,14.873333333333331,,16.58,13.17,10.4,0.98,,87.94,54.61,69.12,56.41,,6
419,2021-07-09,0.0,1014.8208333333332,1044.2,16.554166666666667,13.333333333333334,83.0,133.16666666666666,3.0375,0.8166666666666668,13.3,21.8,32.23625,37.23625,28.790000000000003,18.24375,,6.0,12.75,7.57,0.98,,75.07,176.8,87.63,89.77,,1
420,2021-07-10,0.0083333333333333,1011.8041666666668,1136.0363636363636,16.933333333333334,12.270833333333334,77.08333333333333,206.33333333333331,3.641666666666667,1.2875,11.8,24.1,36.22625,40.63333333333333,22.715833333333336,17.52541666666667,,6.0,13.31,7.03,0.98,,87.5,192.1,50.58,59.69,,7
421,2021-07-11,0.0,1013.7208333333332,1053.2727272727273,16.55,13.370833333333332,82.20833333333333,129.04166666666666,3.395833333333333,1.0375,13.6,21.0,39.967083333333335,13.4325,12.11875,25.87708333333333,,13.6,12.97,4.68,0.98,,72.0,15.6,35.55,54.28,,4
422,2021-07-12,0.0,1013.0666666666666,1052.5272727272727,18.1,13.9,79.54166666666667,143.04166666666666,2.895833333333333,0.8958333333333334,14.5,24.5,31.9475,14.340833333333334,20.375,15.257916666666668,,6.0,12.6,4.02,0.98,,81.51,17.52,37.54,49.24,,8
423,2021-07-13,0.0,1010.8,598.5363636363636,17.458333333333332,13.858333333333334,80.83333333333333,179.04166666666666,1.9208333333333327,0.6875,13.9,21.6,49.057,14.765,31.68541666666667,9.92,,22.01,13.22,7.19,0.98,,86.09,26.15,68.48,40.74,,9
424,2021-07-14,0.0,1010.1041666666666,829.3727272727273,18.391666666666666,13.9,75.45833333333333,116.125,3.9875,1.1458333333333333,16.3,20.7,45.20818181818181,13.420416666666668,21.764166666666668,21.081666666666667,,6.0,13.04,6.08,0.98,,91.72,13.92,33.89,57.15,,8
425,2021-07-15,0.425,1006.8958333333334,250.4,16.229166666666668,14.800000000000002,91.41666666666669,202.29166666666663,4.991666666666666,1.2833333333333334,15.1,18.3,24.897916666666664,13.27125,20.038750000000004,18.551666666666662,,6.0,12.38,6.2,2.6,,61.09,14.12,35.49,40.73,,3
426,2021-07-16,0.0,1012.9291666666668,765.5545454545455,13.541666666666666,10.6,83.20833333333333,165.45833333333334,3.208333333333333,0.9833333333333334,10.2,16.4,12.293333333333337,12.702916666666669,12.403333333333334,28.86958333333333,,6.0,12.17,1.72,0.98,,33.81,13.9,24.3,50.16,,4
427,2021-07-17,0.0083333333333333,1010.9541666666668,680.6363636363636,12.616666666666667,9.883333333333333,84.5,220.33333333333331,4.325,1.5499999999999998,10.5,16.0,15.804583333333332,17.955833333333334,13.875,18.743333333333336,,6.0,12.13,6.33,0.98,,35.59,61.73,26.33,44.35,,3
428,2021-07-18,0.025,1013.3666666666668,1212.1454545454546,10.866666666666667,2.9958333333333336,59.79166666666666,277.4583333333333,9.591666666666669,3.045833333333334,7.2,13.7,15.345416666666669,14.84125,5.477499999999999,37.1375,,6.0,12.03,1.29,16.88,,28.79,29.71,21.07,48.71,,5
429,2021-07-19,0.0,1016.5458333333332,580.6272727272727,10.233333333333334,3.8708333333333336,64.875,280.75,10.670833333333334,3.0625,9.3,11.7,14.24875,15.8075,12.075,31.375416666666663,,6.0,12.22,0.47,7.79,,37.03,47.1,33.92,44.38,,5
430,2021-07-20,0.0,1019.4083333333332,1191.290909090909,9.208333333333334,5.058333333333334,76.83333333333333,267.9166666666667,3.4125,1.0541666666666665,5.3,14.1,28.980416666666667,19.633750000000003,21.803913043478257,12.922173913043478,,6.0,13.56,10.67,0.98,,73.22,79.22,39.76,47.17,,4
431,2021-07-21,0.0,1018.7458333333334,1277.0181818181818,10.008333333333336,5.5125,76.25,216.29166666666663,2.4916666666666667,0.9125,5.4,16.9,48.209583333333335,16.894166666666667,23.398260869565217,19.998181818181816,,6.0,12.81,11.96,0.98,,78.12,45.6,45.82,87.71,,8
432,2021-07-22,0.0,1020.4333333333334,1234.6272727272728,11.5625,5.904166666666666,70.66666666666667,134.33333333333334,2.395833333333333,0.875,4.2,21.3,50.75666666666666,16.427083333333332,31.98625,29.145416666666662,,25.57,12.4,11.3,7.67,,100.0,52.96,67.2,89.35,,10
433,2021-07-23,0.0083333333333333,1015.6375,1211.6363636363635,15.695833333333333,10.179166666666667,74.58333333333333,150.5,1.8958333333333333,0.7125,8.2,26.8,65.21900000000001,30.036666666666665,48.39958333333333,51.12625,,42.85,12.57,8.56,7.45,,97.69,106.5,104.7,200.7,,6
434,2021-07-24,0.0,1011.9708333333332,1182.1272727272726,17.891666666666666,10.5625,66.75,162.0,2.2666666666666666,0.7541666666666668,11.3,26.9,63.2495,15.107500000000002,37.807500000000005,46.49375,,37.65,12.74,12.8,7.57,,92.81,29.5,100.5,164.5,,6
435,2021-07-25,0.0,1007.0416666666666,948.5909090909092,19.933333333333334,12.133333333333336,63.458333333333336,196.91666666666663,3.379166666666667,1.3125,13.4,27.5,54.56421052631579,13.491666666666667,24.41,34.79208333333333,,6.0,12.73,11.16,7.8,,97.72,18.58,59.47,92.56,,6
436,2021-07-26,1.2666666666666666,1005.2041666666668,157.5090909090909,18.591666666666665,15.758333333333336,84.79166666666667,102.9090909090909,3.8478260869565215,0.9636363636363636,15.8,21.7,46.90958333333333,13.338333333333331,31.40625,14.639166666666666,,15.67,12.56,14.79,7.55,,89.78,14.27,49.59,33.44,,9
437,2021-07-27,0.0869565217391304,1009.2695652173912,794.8583333333335,12.421739130434784,7.85217391304348,76.43478260869566,243.2173913043478,7.965217391304347,2.391304347826087,9.5,16.6,8.957916666666666,12.887083333333337,9.509583333333332,45.3975,,6.0,11.96,1.2,18.03,,24.49,20.33,23.35,56.9,,3
438,2021-07-28,0.0833333333333333,1014.5416666666666,887.2,7.079166666666668,1.5208333333333333,68.41666666666667,274.7083333333333,8.516666666666667,2.5458333333333334,4.7,9.9,13.5125,29.69125,14.38,42.5625,,6.0,12.51,5.73,16.17,,27.05,168.8,34.8,61.86,,6
439,2021-07-29,0.0,1019.9458333333332,1277.418181818182,6.629166666666666,1.4,70.54166666666667,273.125,7.545833333333332,2.4375,3.3,10.6,9.745,18.912916666666668,15.36,43.76416666666666,,6.0,12.98,3.18,15.27,,27.31,46.52,36.06,67.14,,5
440,2021-07-30,0.0,1023.4625,1292.9181818181817,7.520833333333333,2.620833333333333,73.16666666666667,184.0,2.395833333333333,0.8125,2.8,13.6,25.799166666666668,20.31583333333333,26.925,33.71875,,6.0,12.6,14.67,6.89,,53.84,80.52,66.75,74.1,,3
441,2021-07-31,0.0,1022.9833333333332,1360.4545454545455,11.008333333333336,4.695833333333334,69.66666666666667,118.66666666666669,3.170833333333333,0.9916666666666666,4.7,18.8,28.942083333333333,13.532916666666663,20.385,30.077916666666663,,6.0,12.15,6.8,6.88,,69.2,19.19,46.71,76.77,,4
442,2021-08-01,0.0083333333333333,1022.9541666666668,1310.7545454545457,11.783333333333331,8.4625,81.75,148.70833333333334,2.375,0.7958333333333334,7.0,18.3,38.99958333333333,15.250416666666666,17.307083333333335,35.502916666666664,,21.15,12.07,8.38,6.96,,67.44,28.98,36.21,101.7,,8
443,2021-08-02,0.0,1022.5208333333334,1148.8272727272729,11.283333333333331,8.35,82.95833333333333,155.20833333333334,3.7416666666666663,0.9583333333333334,9.7,14.7,24.04458333333333,13.808333333333332,15.345,35.22208333333333,,6.0,12.26,3.58,15.25,,62.65,27.33,27.97,60.52,,11
444,2021-08-03,0.0,1023.1625,1284.6636363636362,11.133333333333333,8.283333333333333,83.625,131.45833333333334,2.9625000000000004,0.9791666666666666,7.1,16.0,26.47791666666667,13.202083333333333,16.633333333333333,38.63791666666667,,6.0,12.06,4.89,7.31,,42.46,17.89,38.28,77.44,,9
445,2021-08-04,0.0,1024.5041666666666,626.4727272727273,12.795833333333334,11.416666666666666,91.625,124.5,4.079166666666667,1.275,10.4,14.9,6.74625,12.331250000000002,8.964583333333334,41.94375,,6.0,11.84,1.28,30.65,,16.91,12.99,22.12,50.7,,6
446,2021-08-05,0.0,1022.6291666666666,1262.581818181818,17.020833333333332,14.254166666666668,84.70833333333333,110.58333333333331,6.733333333333333,1.8916666666666664,14.2,21.6,9.93625,12.647916666666664,9.217916666666667,41.520833333333336,,6.0,12.04,2.47,16.83,,32.21,13.21,20.16,64.79,,1
447,2021-08-06,0.0,1019.6166666666668,937.1272727272728,17.625,13.308333333333332,77.41666666666667,101.41666666666669,3.4249999999999994,1.0041666666666669,13.7,22.3,27.86041666666667,13.251666666666669,21.840416666666663,22.630416666666665,,6.0,12.5,10.19,7.33,,88.26,14.14,45.81,69.39,,6
448,2021-08-07,0.0083333333333333,1014.85,1289.8454545454545,19.02916666666667,13.404166666666669,73.5,112.33333333333331,2.9666666666666663,1.0708333333333335,12.9,27.4,38.275416666666665,13.759166666666667,22.032083333333333,30.35875,,6.0,12.97,8.97,7.17,,88.13,17.76,48.2,86.18,,3
449,2021-08-08,0.0,1012.5666666666666,1301.1727272727271,20.73333333333333,14.945833333333333,71.625,161.625,2.395833333333333,0.8416666666666667,15.4,27.4,51.08125,16.375416666666666,17.014166666666664,34.19583333333333,,16.67,12.85,7.74,7.17,,96.26,46.25,34.73,100.8,,4
450,2021-08-09,0.0833333333333333,1009.5875,620.4545454545455,19.129166666666663,15.004166666666668,78.83333333333333,122.20833333333331,2.9791666666666665,0.9916666666666666,16.0,25.8,45.781666666666666,15.674166666666665,23.081304347826087,22.02208333333333,,21.83,13.1,12.71,7.12,,76.9,42.22,41.34,73.4,,10
451,2021-08-10,0.3166666666666666,1012.4208333333332,126.02307692307691,14.666666666666666,13.7125,93.91666666666669,166.04166666666666,4.366666666666667,1.0583333333333331,12.8,16.6,12.66125,12.580833333333336,17.28125,26.71333333333333,,6.0,12.08,3.2,7.19,,37.38,13.28,29.57,40.2,,1
452,2021-08-11,0.0,1019.5458333333332,1193.790909090909,12.029166666666669,7.166666666666667,73.33333333333333,166.25,4.833333333333333,1.2291666666666667,9.5,13.8,9.46375,12.499166666666667,10.581666666666663,43.963750000000005,,6.0,11.93,1.02,11.27,,30.87,13.67,30.12,61.94,,9
453,2021-08-12,0.0,1022.1083333333332,760.4545454545455,9.0625,5.541666666666667,79.33333333333333,112.66666666666669,3.9625,1.2708333333333333,4.3,13.2,18.24375,13.28625,12.997916666666669,33.44,,6.0,12.02,3.95,7.42,,35.15,19.85,27.99,65.18,,7
454,2021-08-13,0.0,1020.4791666666666,1082.7454545454543,13.704166666666666,10.379166666666666,81.41666666666667,108.83333333333331,6.779166666666666,2.029166666666667,10.3,18.2,11.152916666666668,12.709166666666668,8.799583333333333,44.73041666666666,,6.0,12.45,3.17,10.96,,26.7,13.23,21.76,68.46,,2
455,2021-08-14,0.0,1015.9083333333334,1034.6272727272728,16.8125,12.670833333333334,78.0,128.91666666666666,4.754166666666666,1.3791666666666669,13.3,21.6,12.369166666666668,14.264583333333334,10.3475,44.45083333333333,,6.0,12.42,2.36,12.73,,42.17,22.13,24.99,71.89,,6
456,2021-08-15,0.0,1012.7916666666666,1096.009090909091,15.220833333333331,13.216666666666669,88.20833333333333,124.45833333333331,3.1166666666666667,1.0833333333333333,12.6,18.3,17.034166666666668,14.09375,10.280416666666666,33.612500000000004,,6.0,12.58,4.59,7.62,,27.13,22.02,21.82,72.03,,6
457,2021-08-16,0.0,1010.8583333333332,734.1090909090909,15.183333333333332,13.125,87.95833333333333,152.58333333333334,3.008333333333333,1.0,13.2,18.4,16.529583333333335,14.860833333333332,13.38,37.82208333333333,,6.0,12.49,1.41,23.58,,42.92,27.52,27.2,55.3,,14
458,2021-08-17,0.0083333333333333,1008.5416666666666,1155.3833333333334,19.016666666666666,15.633333333333336,82.54166666666667,139.70833333333334,2.3625000000000003,0.7625000000000001,15.1,26.1,42.2375,25.68875,27.78458333333333,34.33208333333334,,18.0,13.43,5.61,7.37,,95.73,101.2,59.77,83.9,,11
459,2021-08-18,0.85,1008.9416666666666,294.0636363636364,18.254166666666663,16.583333333333332,90.25,121.54166666666669,6.537499999999999,1.8375,16.6,20.6,26.19,13.290833333333332,15.905833333333334,37.30875,,6.0,12.67,7.41,6.97,,71.11,14.65,36.0,81.65,,2
460,2021-08-19,0.0,1003.5416666666666,1378.3,24.141666666666666,15.699999999999998,64.875,186.41666666666663,4.55,1.5958333333333332,16.6,34.2,33.47217391304348,14.322083333333332,28.28,46.61625,,15.32,13.0,8.21,7.04,,100.0,18.46,75.22,116.2,,6
461,2021-08-20,0.0333333333333333,1005.8875,546.9454545454545,20.84166666666667,14.983333333333334,70.33333333333333,121.25,5.966666666666668,1.6041666666666667,17.7,25.5,39.17208333333334,13.7325,15.54125,60.60583333333333,,6.0,13.23,5.19,9.94,,79.89,14.85,50.18,100.9,,8
462,2021-08-21,0.0583333333333333,1011.3666666666668,232.4333333333333,16.033333333333335,14.245833333333332,89.33333333333333,123.45833333333331,5.716666666666666,1.5708333333333335,15.0,18.3,12.654583333333337,13.262916666666667,9.293333333333331,40.4425,,6.0,12.75,1.76,8.26,,30.31,13.79,19.79,56.49,,8
463,2021-08-22,0.0,1002.1041666666666,1239.1636363636362,21.8,14.9375,68.91666666666667,179.16666666666666,2.929166666666667,1.0041666666666669,15.5,31.7,32.22875,40.365,21.41583333333333,39.94541666666667,,6.0,12.67,7.12,7.0,,82.61,276.7,57.9,101.0,,2
464,2021-08-23,0.0,1005.6083333333336,1065.2181818181818,18.14583333333333,11.758333333333333,67.79166666666667,115.66666666666669,6.458333333333333,2.0625,15.9,22.0,30.09125,13.10375,6.5058333333333325,55.9975,,6.0,12.61,2.25,23.44,,80.03,13.56,24.9,71.87,,6
465,2021-08-24,0.875,1003.3916666666668,126.06,16.02916666666667,14.666666666666666,91.66666666666669,118.66666666666669,8.0625,2.3541666666666665,14.4,17.3,17.771666666666665,13.539583333333333,14.11125,39.38375,,6.0,12.56,0.47,7.52,,33.7,18.44,35.49,63.28,,13
466,2021-08-25,2.8416666666666663,1000.1166666666668,71.02499999999999,17.59166666666667,17.070833333333336,96.70833333333331,110.41666666666669,5.447826086956522,1.5,16.3,19.1,15.77,13.835416666666667,20.596666666666668,37.67208333333333,,6.0,12.91,7.66,8.54,,34.94,17.74,34.47,65.18,,5
467,2021-08-26,0.5416666666666666,1007.2625,580.5749999999999,14.408333333333331,12.175000000000002,86.91666666666667,203.04166666666663,6.666666666666667,1.7375,12.3,15.8,8.46125,12.96583333333333,12.11,50.61833333333334,,6.0,12.68,2.84,21.23,,24.84,13.37,23.58,70.0,,2
468,2021-08-27,0.0,1015.8916666666668,1449.4769230769232,13.949999999999998,10.129166666666666,80.0,141.25,2.8875000000000006,1.0625,8.9,19.8,12.140833333333331,18.368333333333336,14.86125,39.12791666666666,,6.0,12.68,7.3,8.77,,28.07,66.73,28.4,90.49,,6
469,2021-08-28,0.0,1018.1291666666666,1607.3,15.533333333333331,11.379166666666665,77.58333333333333,107.625,6.183333333333333,1.95,11.7,20.8,16.127916666666668,15.137916666666664,9.39,47.13333333333333,,6.0,12.76,4.03,17.45,,35.83,26.91,14.3,79.54,,4
470,2021-08-29,0.0,1018.5375,1550.5500000000002,18.775,13.258333333333333,71.29166666666667,113.5,4.645833333333333,1.425,15.5,23.9,20.50208333333333,13.980416666666663,9.648333333333332,51.47208333333333,,6.0,13.43,3.69,19.35,,43.88,14.81,19.68,78.62,,3
471,2021-08-30,0.0,1016.5958333333332,1485.8076923076924,19.329166666666666,14.170833333333333,74.125,106.66666666666669,4.270833333333333,1.3833333333333335,14.8,25.6,22.44333333333333,13.629166666666668,13.755416666666669,38.95875,,6.0,12.74,7.34,10.99,,43.27,14.87,27.58,77.89,,6
472,2021-08-31,0.0,1015.2375,1630.4333333333332,21.6125,14.366666666666667,66.08333333333333,88.45833333333333,4.741666666666666,1.3,17.4,27.8,24.664285714285715,17.968333333333334,17.44875,51.10958333333334,,6.0,13.69,1.41,12.8,,65.63,49.28,28.16,83.68,,9
473,2021-09-01,0.0,1012.6375000000002,1498.658333333333,21.229166666666668,13.858333333333334,66.08333333333333,179.70833333333334,3.3208333333333333,1.2208333333333332,15.0,28.3,30.63083333333333,19.120416666666667,22.160416666666663,43.7925,,6.0,12.94,10.56,13.25,,99.99,62.07,44.46,95.16,,15
474,2021-09-02,0.0,1008.65,1221.1916666666666,22.7375,15.475,65.0,185.45833333333331,3.004166666666667,1.0958333333333334,18.4,28.3,52.50333333333333,24.03,23.851666666666663,44.70416666666667,,6.0,13.77,12.78,17.17,,99.63,124.6,47.41,97.75,,8
475,2021-09-03,0.0,1008.6791666666668,641.4833333333332,19.90416666666667,16.054166666666667,78.83333333333333,209.91666666666663,4.675,1.3541666666666667,17.6,22.4,25.46625,14.893333333333333,14.399166666666668,51.99416666666667,,6.0,13.67,5.47,25.09,,56.68,18.98,29.59,77.81,,5
476,2021-09-04,0.0833333333333333,1010.2375,963.5833333333334,16.8875,13.233333333333334,79.625,130.08333333333334,4.775,1.3875,14.5,20.5,10.536666666666669,13.765,5.53125,63.68416666666667,,6.0,13.66,2.73,50.21,,33.0,13.93,10.64,78.32,,4
477,2021-09-05,0.975,1008.2041666666668,700.3142857142857,17.245833333333334,14.958333333333334,87.04166666666667,213.375,5.495833333333334,1.5125000000000002,15.2,20.7,7.199583333333333,17.292083333333334,8.924583333333333,49.384166666666665,,6.0,13.72,4.07,35.88,,19.2,44.51,19.62,74.02,,2
478,2021-09-06,0.0,1011.7208333333332,1426.5083333333332,18.27083333333333,14.741666666666667,80.75,97.25,5.595833333333334,1.675,15.9,21.5,9.757083333333332,13.877083333333331,7.601666666666667,56.052083333333336,,6.0,13.68,3.32,18.22,,22.1,14.19,19.49,85.26,,6
479,2021-09-07,1.475,1009.0791666666668,139.8,16.925,15.566666666666668,91.875,107.91666666666669,7.295833333333334,2.2458333333333336,16.3,17.6,8.708333333333334,13.802083333333334,5.670416666666668,55.07750000000001,,6.0,13.69,1.33,47.34,,24.45,13.98,10.41,62.36,,8
480,2021-09-08,1.5916666666666668,1001.725,315.9846153846154,18.0375,17.129166666666666,94.375,130.08333333333334,6.095833333333334,1.7791666666666668,17.0,19.4,11.959166666666668,14.070833333333336,16.473333333333333,36.38,,6.0,13.7,0.47,15.32,,35.78,14.81,32.7,62.71,,6
481,2021-09-09,0.0499999999999999,1005.15,1406.7642857142855,17.900000000000002,12.145833333333334,70.58333333333333,273.0416666666667,8.670833333333333,2.920833333333333,14.8,20.3,10.044583333333334,57.480833333333344,12.02125,46.86916666666667,,6.0,14.01,0.47,25.99,,25.47,188.1,28.4,64.8,,9
482,2021-09-10,0.0083333333333333,1009.9208333333332,634.1153846153846,15.233333333333334,10.108333333333333,71.83333333333333,287.8333333333333,9.145833333333334,2.9458333333333333,13.7,16.8,12.185416666666669,54.675,15.302916666666668,44.27791666666667,,6.0,14.62,3.55,25.87,,33.18,284.1,32.18,58.16,,7
483,2021-09-11,0.0,1013.0458333333332,1367.5384615384614,16.795833333333334,11.120833333333332,70.16666666666667,245.66666666666663,4.145833333333333,1.3083333333333331,14.9,20.5,9.394583333333332,16.491249999999997,9.510833333333332,56.09083333333333,,6.0,13.39,5.56,34.51,,33.01,40.68,19.9,101.6,,3
484,2021-09-12,0.0,1009.5625,1599.0153846153844,19.20833333333333,13.754166666666668,73.66666666666667,95.25,4.154166666666666,1.2375,11.9,28.9,9.372307692307691,13.768333333333336,8.4025,48.020833333333336,,6.0,13.05,4.48,10.57,,21.7,14.68,19.3,95.14,,6
485,2021-09-13,1.875,1002.5208333333334,67.12307692307694,19.729166666666668,17.38333333333333,86.79166666666667,111.125,6.7625,1.9458333333333333,18.1,21.7,,14.145833333333334,13.235416666666666,39.017916666666665,,,13.48,8.14,12.76,,,14.79,22.45,64.5,,6
486,2021-09-14,0.5,1002.9583333333334,245.52142857142857,18.5625,17.595833333333335,94.125,213.33333333333331,3.991666666666666,1.0708333333333333,17.8,19.5,,25.78916666666667,15.932916666666666,47.77666666666667,,,14.22,2.76,27.37,,,151.1,32.94,73.88,,7
487,2021-09-15,0.0083333333333333,1015.4041666666668,1737.9615384615386,16.025000000000002,7.691666666666666,60.29166666666666,192.75,5.891666666666666,1.625,12.9,19.0,,18.848333333333333,9.17,60.872083333333336,,,13.75,0.47,22.4,,,85.16,23.62,109.2,,5
488,2021-09-16,0.0,1020.4916666666668,1618.715384615385,14.9,8.408333333333333,67.29166666666667,115.95833333333331,5.349999999999999,1.875,10.4,19.5,,14.2625,10.430416666666666,46.57666666666668,,,13.46,2.94,9.85,,,14.92,24.4,77.81,,0
489,2021-09-17,0.1913043478260869,1015.9,507.3333333333333,15.634782608695652,12.730434782608697,83.56521739130434,123.56521739130434,4.740909090909091,1.3478260869565215,13.2,19.6,,15.973333333333334,18.645416666666662,26.472916666666663,,,13.45,5.05,13.93,,,21.86,33.41,43.32,,5
490,2021-09-18,0.0083333333333333,1009.8875,981.053846153846,17.97083333333333,15.9125,88.54166666666667,124.58333333333331,2.8666666666666667,0.8958333333333334,14.9,22.5,,14.811666666666667,11.262499999999998,44.4775,,,14.29,4.41,9.94,,,16.96,17.79,106.8,,5
491,2021-09-19,0.7000000000000001,1007.8708333333334,563.4357142857143,19.529166666666665,17.3875,87.66666666666667,124.58333333333331,5.062500000000001,1.4375,17.8,22.7,,14.668333333333331,4.744166666666667,62.85125,,,14.4,0.47,46.07,,,14.94,10.66,80.64,,4
492,2021-09-20,0.0666666666666666,1003.7000000000002,740.8066666666667,21.60833333333333,19.279166666666665,86.875,108.41666666666669,5.666666666666667,1.2416666666666665,19.8,24.7,,14.445,7.849999999999999,47.73583333333334,,,14.1,2.0,12.32,,,14.84,16.28,80.33,,9
