data,precipitacao_mean,pressao_atm_mean,temperatura_ar_mean,umidade_rel_mean,faixa_temperatura,pm10_mean,so2_mean,no2_mean,o3_mean,co_mean,IQAr,qualidade_do_ar,volume_internacoes,volume_mortes
2021-08-11,0.0,1020.15,11.51,71.42,Frio (<15°C),9.46,12.5,10.58,43.96,,23.0,Boa,0,0
2021-08-12,0.0,1022.15,9.4,80.75,Frio (<15°C),18.24,13.29,13.0,33.44,,22.0,Boa,0,0
2021-08-13,0.0,1019.98,14.16,81.58,Frio (<15°C),11.15,12.71,8.8,44.73,,26.0,Boa,0,0
2021-08-14,0.0,1015.33,16.81,78.62,Ameno (15-22°C),12.37,14.26,10.35,44.45,,25.0,Boa,6,1
2021-08-15,0.0,1012.65,15.19,87.96,Ameno (15-22°C),17.03,14.09,10.28,33.61,,24.0,Boa,0,0
2021-08-16,0.0,1010.45,15.39,88.04,Ameno (15-22°C),16.53,14.86,13.38,37.82,,21.0,Boa,13,1
2021-08-17,0.01,1008.41,19.55,82.25,Ameno (15-22°C),42.24,25.69,27.78,34.33,,37.0,Boa,0,0
2021-08-18,0.85,1008.67,18.15,89.42,Ameno (15-22°C),26.19,13.29,15.91,37.31,,28.0,Boa,0,0
2021-08-19,0.0,1002.98,24.76,62.38,Quente (22-28°C),33.47,14.32,28.28,46.62,,39.0,Boa,0,0
2021-08-20,0.05,1006.94,20.03,73.08,Ameno (15-22°C),39.17,13.73,15.54,60.61,,35.0,Boa,0,0
2021-08-21,0.04,1010.88,15.86,89.83,Ameno (15-22°C),12.65,13.26,9.29,40.44,,19.0,Boa,0,0
2021-08-22,0.0,1001.63,22.38,67.04,Quente (22-28°C),32.23,40.36,21.42,39.95,,40.0,Boa,0,0
2021-08-23,0.12,1006.22,17.38,69.67,Ameno (15-22°C),30.09,13.1,6.51,56.0,,27.0,Boa,0,0
2021-08-24,0.89,1002.68,16.25,92.88,Ameno (15-22°C),17.77,13.54,14.11,39.38,,25.0,Boa,13,1
2021-08-25,2.94,1000.11,17.45,96.5,Ameno (15-22°C),15.77,13.84,20.6,37.67,,22.0,Boa,0,0
2021-08-26,0.31,1008.8,14.1,85.46,Frio (<15°C),8.46,12.97,12.11,50.62,,25.0,Boa,0,0
2021-08-27,0.0,1016.44,13.98,79.04,Frio (<15°C),12.14,18.37,14.86,39.13,,29.0,Boa,0,0
2021-08-28,0.0,1018.18,15.85,77.67,Ameno (15-22°C),16.13,15.14,9.39,47.13,,28.0,Boa,4,1
2021-08-29,0.0,1018.42,18.92,72.42,Ameno (15-22°C),20.5,13.98,9.65,51.47,,28.0,Boa,0,0
2021-08-30,0.0,1016.38,19.66,73.29,Ameno (15-22°C),22.44,13.63,13.76,38.96,,27.0,Boa,0,0
2021-08-31,0.0,1014.99,21.45,66.83,Ameno (15-22°C),24.66,17.97,17.45,51.11,,31.0,Boa,0,0
2021-09-01,0.0,1012.09,21.45,64.62,Ameno (15-22°C),30.63,19.12,22.16,43.79,,31.0,Boa,15,2
2021-09-02,0.0,1008.38,23.0,65.25,Quente (22-28°C),52.5,24.03,23.85,44.7,,46.0,Moderada,0,0
2021-09-03,0.0,1009.2,19.2,79.83,Ameno (15-22°C),25.47,14.89,14.4,51.99,,26.0,Boa,0,0
2021-09-04,0.28,1009.82,16.72,81.0,Ameno (15-22°C),10.54,13.76,5.53,63.68,,30.0,Boa,4,1
2021-09-05,0.77,1008.57,17.42,86.21,Ameno (15-22°C),7.2,17.29,8.92,49.38,,25.0,Boa,0,0
2021-09-06,0.0,1011.72,18.4,80.33,Ameno (15-22°C),9.76,13.88,7.6,56.05,,32.0,Boa,0,0
2021-09-07,1.48,1008.27,16.84,93.17,Ameno (15-22°C),8.71,13.8,5.67,55.08,,26.0,Boa,0,0
2021-09-08,1.59,1001.58,18.29,94.33,Ameno (15-22°C),11.96,14.07,16.47,36.38,,22.0,Boa,0,0
2021-09-09,0.06,1005.78,17.33,68.75,Ameno (15-22°C),10.04,57.48,12.02,46.87,,84.0,Ruim,0,0
2021-09-10,0.0,1010.44,15.4,71.08,Ameno (15-22°C),12.19,54.68,15.3,44.28,,83.0,Ruim,6,1
2021-09-11,0.0,1013.08,16.6,71.29,Ameno (15-22°C),9.39,16.49,9.51,56.09,,33.0,Boa,0,0
2021-09-12,0.0,1008.55,20.11,72.96,Ameno (15-22°C),9.37,13.77,8.4,48.02,,33.0,Boa,0,0
2021-09-13,2.27,1002.06,19.33,89.25,Ameno (15-22°C),,14.15,13.24,39.02,,21.0,Boa,0,0
2021-09-14,0.12,1004.13,18.31,92.96,Ameno (15-22°C),,25.79,15.93,47.78,,26.0,Boa,0,0
2021-09-15,0.0,1016.52,15.62,57.67,Ameno (15-22°C),,18.85,9.17,60.87,,35.0,Boa,0,0
2021-09-16,0.0,1020.55,14.98,68.96,Frio (<15°C),,14.26,10.43,46.58,,29.0,Boa,0,0
2021-09-17,0.19,1014.87,15.92,85.65,Ameno (15-22°C),,15.97,18.65,26.47,,20.0,Boa,0,0
2021-09-18,0.01,1009.57,18.33,87.71,Ameno (15-22°C),,14.81,11.26,44.48,,33.0,Boa,0,0
2021-09-19,0.7,1007.5,19.72,87.96,Ameno (15-22°C),,14.67,4.74,62.85,,29.0,Boa,4,1
2021-09-20,0.07,1003.69,21.63,87.12,Ameno (15-22°C),,14.44,7.85,47.74,,27.0,Boa,0,0
2021-09-21,0.01,1014.46,16.8,75.38,Ameno (15-22°C),,14.37,4.04,63.84,,31.0,Boa,0,0
2021-09-22,0.0,1016.51,16.32,70.92,Ameno (15-22°C),,14.28,6.52,51.85,,30.0,Boa,0,0
2021-09-23,0.26,1013.71,16.78,74.96,Ameno (15-22°C),,14.66,14.58,41.47,,25.0,Boa,0,0
2021-09-24,0.0,1013.52,17.33,82.29,Ameno (15-22°C),,14.71,13.88,41.21,,27.0,Boa,0,0
2021-09-25,0.0,1012.61,17.28,78.75,Ameno (15-22°C),,18.7,10.06,50.71,,39.0,Boa,3,1
2021-09-26,0.0,1010.84,19.54,82.04,Ameno (15-22°C),,17.57,8.55,53.83,,36.0,Boa,6,2
2021-09-27,0.0,1010.68,21.63,79.96,Ameno (15-22°C),,22.36,11.53,65.59,,39.0,Boa,0,0
2021-09-28,0.18,1010.03,18.78,88.0,Ameno (15-22°C),,15.14,13.22,49.97,,25.0,Boa,0,0
2021-09-29,0.18,1011.76,18.79,85.12,Ameno (15-22°C),,14.89,8.35,49.7,,26.0,Boa,0,0
2021-09-30,0.93,1007.12,18.36,79.83,Ameno (15-22°C),,14.74,6.41,58.59,,27.0,Boa,5,2
2021-10-01,0.2,1003.45,19.19,87.08,Ameno (15-22°C),,16.66,12.18,41.01,,23.0,Boa,6,1
2021-10-02,0.0,1005.87,18.28,75.46,Ameno (15-22°C),,15.23,5.34,72.48,,36.0,Boa,4,1
2021-10-03,0.17,1003.35,17.97,84.88,Ameno (15-22°C),,15.59,5.31,55.43,,28.0,Boa,0,0
2021-10-04,0.0,1011.02,15.68,70.0,Ameno (15-22°C),,14.89,6.54,57.27,,26.0,Boa,0,0
2021-10-05,0.01,1013.48,15.23,64.45,Ameno (15-22°C),,14.85,7.7,55.37,,34.0,Boa,0,0
2021-10-06,0.01,1009.27,17.92,70.42,Ameno (15-22°C),,25.24,13.56,48.03,,27.0,Boa,0,0
2021-10-07,0.0,1013.87,15.38,68.25,Ameno (15-22°C),,14.89,5.27,60.09,,28.0,Boa,0,0
2021-10-08,0.0,1011.44,16.57,72.96,Ameno (15-22°C),,15.3,7.67,47.07,,28.0,Boa,0,0
2021-10-09,0.01,1010.63,18.15,81.58,Ameno (15-22°C),,15.67,4.24,51.7,,25.0,Boa,0,0
2021-10-10,0.0,1011.08,20.06,75.75,Ameno (15-22°C),,15.76,3.13,57.23,,27.0,Boa,6,1
2021-10-11,0.06,1010.46,18.92,79.0,Ameno (15-22°C),,15.56,8.68,41.29,,23.0,Boa,0,0
2021-10-12,0.02,1007.26,21.44,75.71,Ameno (15-22°C),,16.36,9.89,50.47,,38.0,Boa,0,0
2021-10-13,0.0,1003.03,23.25,73.75,Quente (22-28°C),,15.81,11.42,40.84,,30.0,Boa,5,1
2021-10-14,0.0,997.97,25.46,64.75,Quente (22-28°C),,18.99,11.18,56.96,,37.0,Boa,4,1
2021-10-15,0.74,1005.94,19.54,89.46,Ameno (15-22°C),,15.68,9.32,43.44,,24.0,Boa,0,0
2021-10-16,0.52,1013.6,16.57,88.42,Ameno (15-22°C),,15.37,4.43,49.11,,25.0,Boa,0,0
2021-10-17,0.0,1014.6,17.43,67.38,Ameno (15-22°C),,15.9,3.57,52.0,,25.0,Boa,0,0
2021-10-18,0.0,1014.17,17.85,75.42,Ameno (15-22°C),,16.03,7.11,39.67,,26.0,Boa,4,1
2021-10-19,0.0,1016.31,17.67,68.0,Ameno (15-22°C),,15.68,8.02,43.16,,28.0,Boa,0,0
2021-10-20,0.0,1014.79,17.46,70.67,Ameno (15-22°C),,15.9,7.05,42.89,,28.0,Boa,0,0
2021-10-21,0.0,1009.87,19.43,67.67,Ameno (15-22°C),,19.81,9.31,51.85,,38.0,Boa,0,0
2021-10-22,0.0,1006.68,20.05,74.33,Ameno (15-22°C),,18.12,11.28,48.18,,38.0,Boa,0,0
2021-10-23,0.05,999.34,20.14,78.75,Ameno (15-22°C),,21.53,15.7,39.86,,25.0,Boa,0,0
2021-10-24,0.07,1007.35,18.93,65.92,Ameno (15-22°C),,17.33,6.29,44.99,,25.0,Boa,0,0
2021-10-25,0.0,1011.33,20.28,59.21,Ameno (15-22°C),,29.44,16.23,34.76,,29.0,Boa,0,0
2021-10-26,0.0,1011.88,23.42,54.0,Quente (22-28°C),,26.09,19.69,55.62,,72.0,Moderada,0,0
2021-10-27,0.0,1014.24,25.21,51.0,Quente (22-28°C),,29.42,20.12,62.0,,75.0,Moderada,0,0
2021-10-28,0.0,1015.96,23.48,54.54,Quente (22-28°C),,16.68,10.91,42.06,,31.0,Boa,0,0
2021-10-29,0.0,1013.4,22.19,75.54,Quente (22-28°C),,15.95,4.97,47.38,,27.0,Boa,0,0
2021-10-30,0.0,1010.32,23.21,74.0,Quente (22-28°C),,15.27,4.96,44.61,,26.0,Boa,0,0
2021-10-31,0.0,1009.81,24.29,70.42,Quente (22-28°C),,15.38,5.18,38.43,,23.0,Boa,5,1
2021-11-01,0.0,1009.04,23.88,70.83,Quente (22-28°C),,15.88,7.33,32.3,,24.0,Boa,8,3
2021-11-02,0.0,1007.18,24.21,74.29,Quente (22-28°C),,19.0,6.2,43.35,,37.0,Boa,0,0
2021-11-03,0.72,1003.76,21.68,88.5,Ameno (15-22°C),,15.64,11.56,16.48,,16.0,Boa,0,0
2021-11-04,0.01,1003.15,23.65,76.0,Quente (22-28°C),,15.94,,49.0,,37.0,Boa,0,0
2021-11-05,0.0,1005.32,23.75,79.17,Quente (22-28°C),,16.37,,46.42,,37.0,Boa,0,0
2021-11-06,0.49,1009.62,20.28,88.62,Ameno (15-22°C),,15.77,2.36,33.16,,16.0,Boa,0,0
2021-11-07,0.0,1010.65,18.99,68.88,Ameno (15-22°C),,15.6,2.34,53.37,,27.0,Boa,0,0
2021-11-08,0.0,1010.01,19.38,66.62,Ameno (15-22°C),,17.5,6.01,36.54,,24.0,Boa,0,0
2021-11-09,0.0,1011.57,20.04,66.17,Ameno (15-22°C),,12.39,7.51,35.9,,25.0,Boa,0,0
2021-11-10,0.0,1012.87,19.84,63.21,Ameno (15-22°C),,11.63,4.97,36.79,,22.0,Boa,0,0
2021-11-11,0.0,1015.35,19.85,62.71,Ameno (15-22°C),,11.47,3.02,46.04,,23.0,Boa,0,0
2021-11-12,0.0,1015.41,19.29,64.79,Ameno (15-22°C),,11.76,4.31,41.97,,22.0,Boa,0,0
2021-11-13,0.0,1010.48,20.78,62.58,Ameno (15-22°C),,11.66,5.0,41.02,,24.0,Boa,0,0
2021-11-14,0.0,1007.59,23.1,58.29,Quente (22-28°C),,20.39,7.25,53.73,,40.0,Boa,0,0
2021-11-15,0.0,1006.59,24.38,63.54,Quente (22-28°C),,13.83,10.99,51.28,,38.0,Boa,0,0
2021-11-16,0.27,1005.81,23.7,73.5,Quente (22-28°C),,13.82,,40.83,,30.0,Boa,0,0
2021-11-17,0.04,1007.94,18.0,89.38,Ameno (15-22°C),,12.16,,29.84,,20.0,Boa,0,0
2021-11-18,0.23,1007.48,16.94,85.79,Ameno (15-22°C),,11.99,5.05,27.31,,13.0,Boa,6,2
2021-11-19,0.0,1009.74,19.47,68.54,Ameno (15-22°C),,12.18,6.68,31.97,,19.0,Boa,0,0
2021-11-20,0.0,1010.53,21.08,56.96,Ameno (15-22°C),,15.77,10.95,36.03,,32.0,Boa,0,0
2021-11-21,0.0,1007.59,24.49,48.92,Quente (22-28°C),,32.01,13.6,46.9,,38.0,Boa,4,1
2021-11-22,0.0,1003.11,27.36,43.88,Quente (22-28°C),,16.46,16.2,53.99,,48.0,Moderada,0,0
2021-11-23,0.0,1007.78,22.8,60.54,Quente (22-28°C),,14.77,8.99,43.34,,24.0,Boa,0,0
2021-11-24,0.0,1009.38,21.42,58.5,Ameno (15-22°C),,12.39,6.46,36.49,,24.0,Boa,0,0
2021-11-25,0.3,1001.87,23.55,72.25,Quente (22-28°C),,12.75,11.64,44.04,,37.0,Boa,0,0
2021-11-26,1.12,996.62,21.84,88.57,Ameno (15-22°C),,13.08,,37.75,,20.0,Boa,0,0
2021-11-27,0.39,1000.86,22.5,85.71,Quente (22-28°C),,12.54,,33.04,,16.0,Boa,0,0
2021-11-28,0.01,1000.73,23.3,80.04,Quente (22-28°C),,13.17,4.45,34.89,,24.0,Boa,0,0
2021-11-29,0.0,996.15,23.92,64.54,Quente (22-28°C),,24.91,13.69,37.53,,25.0,Boa,6,1
2021-11-30,0.0,1000.59,23.5,60.08,Quente (22-28°C),,28.29,12.05,31.89,,28.0,Boa,0,0
2021-12-01,0.44,1006.86,20.38,77.0,Ameno (15-22°C),,13.23,4.99,22.0,,13.0,Boa,8,1
2021-12-02,0.0,1009.1,20.23,67.58,Ameno (15-22°C),,12.66,,28.68,,18.0,Boa,0,0
2021-12-03,0.0,1008.65,21.36,70.62,Ameno (15-22°C),,12.72,3.67,33.39,,20.0,Boa,0,0
2021-12-04,0.0,1009.11,23.25,70.0,Quente (22-28°C),,13.1,,30.99,,21.0,Boa,0,0
2021-12-05,0.0,1009.4,23.14,77.46,Quente (22-28°C),,12.93,1.81,31.03,,18.0,Boa,0,0
2021-12-06,2.52,1011.36,21.35,82.12,Ameno (15-22°C),,12.8,2.51,25.99,,13.0,Boa,0,0
2021-12-07,0.0,1014.65,20.74,67.58,Ameno (15-22°C),,13.1,3.18,31.01,,17.0,Boa,0,0
2021-12-08,0.0,1013.38,20.82,64.88,Ameno (15-22°C),,13.06,4.64,30.03,,18.0,Boa,0,0
2021-12-09,0.06,1011.6,20.62,74.88,Ameno (15-22°C),,20.13,5.26,25.1,,20.0,Boa,0,0
2021-12-10,0.0,1007.12,21.07,64.71,Ameno (15-22°C),,14.08,6.1,29.75,,20.0,Boa,3,1
2021-12-11,0.0,1001.7,21.92,68.67,Ameno (15-22°C),,14.11,5.39,35.15,,23.0,Boa,3,1
2021-12-12,0.0,1001.12,24.47,69.88,Quente (22-28°C),,14.04,5.36,36.83,,26.0,Boa,0,0
2021-12-13,0.0,1003.21,26.16,73.88,Quente (22-28°C),,14.2,8.09,46.03,,32.0,Boa,10,3
2021-12-14,0.61,1004.67,22.67,91.5,Quente (22-28°C),,13.76,4.57,29.4,,23.0,Boa,0,0
2021-12-15,0.0,1004.4,23.69,85.46,Quente (22-28°C),,13.82,3.99,34.81,,20.0,Boa,0,0
2021-12-16,0.0,1005.19,23.5,83.46,Quente (22-28°C),8.81,14.13,7.82,22.19,,14.0,Boa,0,0
2021-12-17,0.01,1009.33,22.94,75.71,Quente (22-28°C),10.08,15.64,8.63,32.49,,20.0,Boa,0,0
2021-12-18,0.0,1011.15,22.26,75.08,Quente (22-28°C),11.1,14.23,3.07,29.7,,15.0,Boa,6,2
2021-12-19,0.0,1007.84,24.22,68.38,Quente (22-28°C),15.01,15.32,4.9,36.39,,24.0,Boa,0,0
2021-12-20,0.0,1004.21,25.97,65.46,Quente (22-28°C),20.56,19.0,10.92,47.43,,39.0,Boa,0,0
2021-12-21,0.01,1002.24,24.78,75.92,Quente (22-28°C),33.63,14.48,10.06,53.71,,40.0,Boa,0,0
2021-12-22,0.04,1004.35,24.23,69.92,Quente (22-28°C),17.67,14.07,5.77,30.66,,18.0,Boa,0,0
2021-12-23,0.0,1008.78,22.8,68.0,Quente (22-28°C),17.13,14.5,9.28,26.38,,16.0,Boa,0,0
2021-12-24,0.0,1007.12,23.06,66.75,Quente (22-28°C),18.7,14.11,5.5,28.82,,19.0,Boa,0,0
2021-12-25,0.0,1004.02,24.28,65.62,Quente (22-28°C),23.14,15.29,6.03,37.15,,27.0,Boa,0,0
2021-12-26,0.0,1003.73,24.01,73.71,Quente (22-28°C),23.59,15.69,7.0,34.88,,24.0,Boa,0,0
2021-12-27,0.0,1003.71,25.1,66.71,Quente (22-28°C),18.57,34.41,8.41,40.32,,34.0,Boa,7,1
2021-12-28,0.0,1006.98,24.93,67.42,Quente (22-28°C),17.28,14.54,4.54,35.62,,22.0,Boa,0,0
2021-12-29,0.0,1008.96,24.08,69.46,Quente (22-28°C),19.77,14.15,3.81,32.66,,20.0,Boa,0,0
2021-12-30,0.0,1004.51,25.86,68.29,Quente (22-28°C),19.95,14.38,5.51,36.18,,23.0,Boa,0,0
2021-12-31,0.0,1001.02,27.19,59.38,Quente (22-28°C),24.78,20.0,9.37,45.13,,36.0,Boa,1,1
2022-01-01,0.0,999.9,27.36,66.67,Quente (22-28°C),35.97,24.81,6.35,51.26,,41.0,Moderada,0,0
2022-01-02,0.52,1001.01,26.23,73.04,Quente (22-28°C),17.49,16.17,5.25,49.53,,38.0,Boa,0,0
2022-01-03,0.0,1002.35,27.83,69.71,Quente (22-28°C),13.46,13.94,9.17,56.89,,52.0,Moderada,0,0
2022-01-04,0.03,999.87,26.03,78.33,Quente (22-28°C),20.46,14.09,12.57,41.01,,30.0,Boa,7,2
2022-01-05,2.22,1001.23,22.73,91.25,Quente (22-28°C),15.57,15.72,9.42,20.49,,23.0,Boa,0,0
2022-01-06,0.0,1008.29,22.05,66.88,Quente (22-28°C),16.17,15.1,4.48,20.98,,15.0,Boa,0,0
2022-01-07,0.0,1009.53,22.18,66.54,Quente (22-28°C),15.62,15.31,4.41,23.45,,15.0,Boa,4,1
2022-01-08,0.0,1009.93,22.68,66.38,Quente (22-28°C),14.29,14.78,3.46,27.25,,16.0,Boa,0,0
2022-01-09,0.0,1010.35,23.11,67.54,Quente (22-28°C),13.99,14.86,2.9,26.27,,15.0,Boa,9,2
2022-01-10,0.0,1007.24,24.49,70.38,Quente (22-28°C),14.46,14.86,4.83,27.64,,20.0,Boa,5,1
2022-01-11,0.0,1004.52,25.77,68.33,Quente (22-28°C),16.66,16.89,7.2,19.97,,23.0,Boa,0,0
2022-01-12,0.0,1006.23,25.63,70.88,Quente (22-28°C),23.03,25.36,8.01,46.4,,41.0,Moderada,0,0
2022-01-13,0.0,1008.4,26.11,70.29,Quente (22-28°C),25.57,6.0,11.32,45.65,,41.0,Moderada,0,0
2022-01-14,0.0,1009.03,28.48,62.43,Muito Quente (>28°C),25.29,6.05,10.17,50.74,,46.0,Moderada,0,0
2022-01-15,0.0,1006.95,29.83,62.17,Muito Quente (>28°C),15.97,2.65,10.18,36.67,,28.0,Boa,0,0
2022-01-16,0.79,1001.9,30.36,63.12,Muito Quente (>28°C),17.95,8.67,7.77,44.1,,29.0,Boa,4,1
2022-01-17,1.08,1002.78,26.61,77.29,Quente (22-28°C),13.54,0.65,9.46,45.02,,31.0,Boa,0,0
2022-01-18,0.27,1007.01,24.68,86.71,Quente (22-28°C),16.62,0.65,9.76,31.28,,20.0,Boa,0,0
2022-01-19,0.0,1008.37,29.08,69.61,Muito Quente (>28°C),24.64,,12.98,45.91,,40.0,Boa,0,0
2022-01-20,0.0,1007.2,29.22,71.83,Muito Quente (>28°C),31.1,,9.34,44.24,,39.0,Boa,7,1
2022-01-21,0.0,1005.18,29.02,72.33,Muito Quente (>28°C),27.23,1.96,5.36,39.82,,28.0,Boa,4,1
2022-01-22,0.0,1003.14,31.12,63.83,Muito Quente (>28°C),26.17,2.03,5.58,52.25,,42.0,Moderada,0,0
2022-01-23,0.2,1003.58,29.49,70.04,Muito Quente (>28°C),35.92,1.95,8.8,46.9,,34.0,Boa,5,1
2022-01-24,0.01,1004.53,29.64,75.88,Muito Quente (>28°C),25.55,1.92,9.22,56.17,,60.0,Moderada,5,1
2022-01-25,0.0,1003.23,29.11,69.96,Muito Quente (>28°C),23.95,1.93,6.73,59.8,,40.0,Boa,7,1
2022-01-26,2.43,1000.25,27.54,77.83,Quente (22-28°C),19.97,2.1,7.56,51.46,,38.0,Boa,5,2
2022-01-27,0.48,1005.49,23.08,83.12,Quente (22-28°C),10.2,2.12,3.75,33.33,,26.0,Boa,0,0
2022-01-28,0.0,1007.9,21.81,70.62,Ameno (15-22°C),16.75,2.12,4.89,16.59,,15.0,Boa,0,0
2022-01-29,0.0,1007.17,22.3,66.67,Quente (22-28°C),14.05,1.96,4.04,20.26,,14.0,Boa,0,0
2022-01-30,0.0,1005.04,24.0,66.12,Quente (22-28°C),12.33,1.94,2.51,25.14,,14.0,Boa,0,0
2022-01-31,0.11,1002.28,25.11,69.25,Quente (22-28°C),19.32,2.87,5.57,37.78,,28.0,Boa,0,0
2022-02-01,0.0,1006.47,24.45,74.17,Quente (22-28°C),23.19,1.89,3.25,34.73,,21.0,Boa,0,0
2022-02-02,0.0,1006.61,25.96,71.96,Quente (22-28°C),22.54,2.23,3.99,36.71,,30.0,Boa,0,0
2022-02-03,0.0,1003.64,28.58,66.54,Muito Quente (>28°C),26.58,4.18,7.51,43.1,,33.0,Boa,0,0
2022-02-04,0.0,1001.14,26.91,76.08,Quente (22-28°C),21.33,4.16,7.01,31.32,,19.0,Boa,3,1
2022-02-05,0.24,999.77,25.12,83.54,Quente (22-28°C),22.46,1.92,7.35,30.89,,21.0,Boa,2,1
2022-02-06,0.0,1004.93,24.13,70.96,Quente (22-28°C),14.23,3.16,6.1,32.9,,20.0,Boa,0,0
2022-02-07,0.0,1008.2,22.42,58.08,Quente (22-28°C),9.28,3.36,9.79,28.11,,20.0,Boa,0,0
2022-02-08,0.0,1008.9,22.45,68.12,Quente (22-28°C),16.95,1.89,4.04,26.51,,16.0,Boa,0,0
2022-02-09,0.0,1008.51,22.6,72.25,Quente (22-28°C),17.86,1.86,4.15,24.36,,18.0,Boa,0,0
2022-02-10,0.0,1006.05,24.68,69.17,Quente (22-28°C),15.37,9.98,4.4,30.23,,24.0,Boa,0,0
2022-02-11,0.0,1005.57,26.36,68.04,Quente (22-28°C),19.0,2.23,5.06,7.57,,17.0,Boa,0,0
2022-02-12,0.05,1005.35,26.91,66.46,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-13,0.07,1004.8,22.22,86.17,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-14,0.0,1006.14,22.98,63.04,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-15,0.0,1008.63,24.0,60.12,Quente (22-28°C),,,,,,,Sem Dados,2,1
2022-02-16,0.0,1008.1,24.9,64.83,Quente (22-28°C),,,,,,,Sem Dados,7,1
2022-02-17,0.0,1005.85,24.67,71.88,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-18,0.0,1005.1,24.89,71.29,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-19,0.0,1003.2,24.76,65.71,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-20,0.0,1002.48,26.7,63.54,Quente (22-28°C),,,,,,,Sem Dados,2,1
2022-02-21,0.27,1007.0,24.58,80.46,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-22,0.02,1008.21,25.34,78.25,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-23,0.0,1008.42,24.43,74.42,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-24,0.01,1007.46,25.45,74.0,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-25,0.01,1008.22,27.65,69.71,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-02-26,0.0,1008.8,28.51,69.62,Muito Quente (>28°C),,,,,,,Sem Dados,2,1
2022-02-27,0.03,1004.18,28.93,67.26,Muito Quente (>28°C),,,,,,,Sem Dados,0,0
2022-02-28,0.5,1003.73,24.79,84.12,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-01,0.01,1007.18,23.23,80.87,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-02,0.0,1005.9,25.59,74.58,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-03,0.0,1006.99,25.72,76.79,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-04,0.0,1006.31,26.22,72.25,Quente (22-28°C),,,,,,,Sem Dados,1,1
2022-03-05,0.03,1003.42,27.84,72.92,Quente (22-28°C),,,,,,,Sem Dados,1,1
2022-03-06,2.34,1003.46,24.88,86.54,Quente (22-28°C),,,,,,,Sem Dados,3,2
2022-03-07,0.21,1003.28,25.16,81.75,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-08,0.01,1008.11,24.03,79.83,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-09,0.0,1007.65,25.39,79.67,Quente (22-28°C),,,,,,,Sem Dados,7,2
2022-03-10,0.59,1003.9,25.21,82.5,Quente (22-28°C),,,,,,,Sem Dados,5,1
2022-03-11,0.62,1006.53,21.13,91.25,Ameno (15-22°C),,,,,,,Sem Dados,5,2
2022-03-12,0.0,1011.29,19.72,75.92,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-03-13,0.08,1010.43,19.35,86.88,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-03-14,0.12,1007.77,20.97,88.54,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-03-15,0.01,1008.92,22.83,86.42,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-16,0.0,1009.52,22.68,78.04,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-17,0.0,1005.67,23.5,69.71,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-18,0.02,1004.91,26.42,73.54,Quente (22-28°C),,,,,,,Sem Dados,5,1
2022-03-19,0.12,1011.61,19.83,83.62,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-03-20,0.01,1017.31,18.65,71.42,Ameno (15-22°C),,,,,,,Sem Dados,5,1
2022-03-21,0.0,1016.31,19.97,69.96,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-03-22,0.0,1010.78,23.11,66.62,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-23,0.21,1006.05,22.67,76.83,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-24,1.16,1000.55,22.55,86.25,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-25,0.0,1002.22,21.36,65.38,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-03-26,0.0,1004.18,19.33,70.33,Ameno (15-22°C),,,,,,,Sem Dados,8,1
2022-03-27,0.0,1008.82,21.61,70.08,Ameno (15-22°C),,,,,,,Sem Dados,0,0
2022-03-28,0.0,1011.57,22.25,71.67,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-29,0.0,1005.3,24.85,68.58,Quente (22-28°C),,,,,,,Sem Dados,0,0
2022-03-30,2.18,1004.96,19.9,82.92,Ameno (15-22°C),,,,,,,Sem Dados,0,0
