data,precipitacao_mean,pressao_atm_mean,temperatura_ar_mean,umidade_rel_mean,faixa_temperatura,pm10_mean,so2_mean,no2_mean,o3_mean,co_mean,IQAr,qualidade_do_ar,volume_internacoes,volume_mortes
2022-11-14,0.63,999.81,22.92,75.17,Quente (22-28°C),9.99,23.98,12.38,24.85,1.99,24.0,Boa,0,0
2022-11-15,0.0,1006.42,22.96,52.25,Quente (22-28°C),18.11,102.65,12.11,25.88,1.84,108.0,Ruim,0,0
2022-11-16,0.0,1011.59,23.25,51.12,Quente (22-28°C),22.9,14.01,14.22,19.28,1.96,20.0,Boa,0,0
2022-11-17,0.0,1012.36,22.74,53.08,Quente (22-28°C),31.25,10.23,12.8,21.8,1.9,28.0,Boa,0,0
2022-11-18,0.0,1010.89,23.02,66.25,Quente (22-28°C),24.37,13.09,9.06,18.97,1.88,21.0,Boa,5,1
2022-11-19,0.0,1008.25,24.04,61.58,Quente (22-28°C),26.11,9.97,6.03,24.87,1.86,23.0,Boa,0,0
2022-11-20,0.0,1006.09,24.93,61.95,Quente (22-28°C),30.55,9.76,5.56,24.25,1.8,28.0,Boa,0,0
2022-11-21,0.0,1004.7,25.18,67.88,Quente (22-28°C),31.47,12.12,12.63,20.15,1.89,28.0,Boa,0,0
2022-11-22,0.86,1005.51,20.52,90.67,Ameno (15-22°C),23.26,14.45,10.12,16.14,2.19,20.0,Boa,5,1
2022-11-23,0.0,1007.3,21.83,72.52,Ameno (15-22°C),20.27,10.07,2.86,25.76,1.78,18.0,Boa,0,0
2022-11-24,0.0,1009.15,21.78,69.04,Ameno (15-22°C),20.19,9.73,2.46,28.57,1.75,20.0,Boa,0,0
2022-11-25,0.0,1012.22,22.0,65.52,Quente (22-28°C),27.21,9.71,2.36,26.24,1.87,24.0,Boa,0,0
2022-11-26,0.01,1013.3,22.97,75.25,Quente (22-28°C),11.99,9.61,1.04,20.73,1.71,12.0,Boa,0,0
2022-11-27,0.0,1012.57,23.86,74.46,Quente (22-28°C),22.25,9.59,0.47,21.46,1.65,20.0,Boa,0,0
2022-11-28,0.02,1009.26,22.84,76.29,Quente (22-28°C),16.05,9.7,0.85,19.77,1.64,14.0,Boa,0,0
2022-11-29,0.0,1004.25,23.38,75.79,Quente (22-28°C),17.26,9.61,0.99,20.67,1.62,15.0,Boa,0,0
2022-11-30,0.0,1001.01,24.38,74.58,Quente (22-28°C),12.21,9.89,1.66,22.25,1.73,13.0,Boa,0,0
2022-12-01,0.02,999.88,26.01,74.29,Quente (22-28°C),13.31,10.76,3.66,27.65,2.06,19.0,Boa,10,1
2022-12-02,0.02,1003.0,27.16,70.38,Quente (22-28°C),28.5,13.25,4.46,35.48,2.09,27.0,Boa,0,0
2022-12-03,0.08,1004.52,25.6,81.43,Quente (22-28°C),23.11,10.27,2.3,27.32,1.93,20.0,Boa,0,0
2022-12-04,0.23,1003.07,24.88,85.61,Quente (22-28°C),21.99,10.34,2.21,23.21,2.03,20.0,Boa,0,0
2022-12-05,0.0,1006.24,24.65,80.21,Quente (22-28°C),9.86,10.22,1.62,17.26,1.72,10.0,Boa,0,0
2022-12-06,0.0,1007.57,24.26,77.75,Quente (22-28°C),6.87,10.16,1.56,22.53,1.77,14.0,Boa,0,0
2022-12-07,0.0,1006.59,24.46,69.46,Quente (22-28°C),8.58,10.28,2.82,25.06,1.79,16.0,Boa,1,1
2022-12-08,0.0,1001.53,26.37,64.0,Quente (22-28°C),22.68,15.62,6.04,41.44,1.83,36.0,Boa,0,0
2022-12-09,0.0,1002.19,26.09,69.54,Quente (22-28°C),25.07,10.3,4.84,33.4,1.9,26.0,Boa,0,0
2022-12-10,0.0,1003.03,26.28,75.21,Quente (22-28°C),33.33,11.08,3.73,36.32,2.04,29.0,Boa,0,0
2022-12-11,0.0,1002.42,27.06,71.75,Quente (22-28°C),19.54,10.39,1.52,35.28,2.0,22.0,Boa,0,0
2022-12-12,0.89,997.78,24.52,79.21,Quente (22-28°C),31.6,30.06,6.45,24.36,2.02,30.0,Boa,4,1
2022-12-13,0.01,1004.63,21.41,65.58,Ameno (15-22°C),16.08,10.71,3.32,17.3,1.71,14.0,Boa,0,0
2022-12-14,0.0,1007.03,22.34,59.33,Quente (22-28°C),17.62,10.18,3.11,17.08,1.94,16.0,Boa,0,0
2022-12-15,0.0,1004.51,24.57,60.96,Quente (22-28°C),26.03,14.84,3.69,32.2,1.78,24.0,Boa,0,0
2022-12-16,0.0,1005.81,22.45,66.25,Quente (22-28°C),22.38,10.16,1.63,27.06,1.63,20.0,Boa,0,0
2022-12-17,0.0,1006.43,21.56,61.96,Ameno (15-22°C),22.33,10.08,2.16,18.85,1.88,20.0,Boa,0,0
2022-12-18,0.03,1008.91,21.03,74.5,Ameno (15-22°C),18.9,10.11,0.71,20.16,1.91,17.0,Boa,0,0
2022-12-19,0.28,1009.9,20.45,80.96,Ameno (15-22°C),9.04,10.06,0.9,18.92,1.7,10.0,Boa,0,0
2022-12-20,0.0,1009.05,22.9,73.08,Quente (22-28°C),10.16,10.18,1.38,22.89,1.78,14.0,Boa,0,0
2022-12-21,0.0,1010.17,23.19,69.17,Quente (22-28°C),11.11,10.13,0.97,18.34,1.65,10.0,Boa,4,1
2022-12-22,0.0,1009.28,23.06,65.71,Quente (22-28°C),16.77,10.24,1.63,14.72,1.66,15.0,Boa,5,1
2022-12-23,0.0,1006.63,24.42,63.83,Quente (22-28°C),22.21,12.14,2.66,18.24,1.95,20.0,Boa,0,0
2022-12-24,0.0,1005.96,26.03,58.58,Quente (22-28°C),24.29,12.44,2.82,22.41,1.87,21.0,Boa,0,0
2022-12-25,0.0,1007.28,24.57,72.46,Quente (22-28°C),30.93,14.3,2.54,20.27,1.93,28.0,Boa,0,0
2022-12-26,0.0,1008.04,21.97,75.96,Ameno (15-22°C),16.67,10.27,1.06,19.71,1.62,15.0,Boa,4,1
2022-12-27,0.04,1007.02,22.92,62.75,Quente (22-28°C),19.08,10.47,1.69,18.45,1.68,17.0,Boa,0,0
2022-12-28,1.08,1003.39,21.58,75.83,Ameno (15-22°C),7.57,10.82,2.3,15.75,1.71,11.0,Boa,0,0
2022-12-29,0.0,1007.13,23.11,61.17,Quente (22-28°C),14.93,10.85,2.15,27.03,1.67,17.0,Boa,0,0
2022-12-30,0.0,1008.27,24.45,55.39,Quente (22-28°C),20.19,17.7,4.08,29.62,1.77,20.0,Boa,0,0
2022-12-31,0.0,1006.88,27.62,55.88,Quente (22-28°C),25.69,11.79,2.62,33.27,1.93,24.0,Boa,0,0
2023-01-01,0.0,1004.91,28.2,59.67,Muito Quente (>28°C),26.76,10.78,1.13,29.02,1.86,24.0,Boa,0,0
2023-01-02,0.42,1000.7,27.7,70.29,Quente (22-28°C),23.06,16.17,3.57,21.32,1.87,20.0,Boa,6,1
2023-01-03,0.01,1002.85,24.65,69.62,Quente (22-28°C),10.62,10.66,0.84,25.98,1.61,16.0,Boa,9,2
2023-01-04,0.0,1005.09,25.03,62.38,Quente (22-28°C),15.74,14.71,2.9,24.17,1.76,19.0,Boa,4,1
2023-01-05,0.0,1008.67,25.05,61.71,Quente (22-28°C),16.85,10.78,2.97,25.24,1.72,19.0,Boa,0,0
2023-01-06,0.0,1013.08,24.21,63.96,Quente (22-28°C),23.52,10.66,2.92,20.96,1.72,21.0,Boa,0,0
2023-01-07,0.0,1015.14,23.88,65.12,Quente (22-28°C),25.64,10.74,2.0,14.52,1.81,23.0,Boa,1,1
2023-01-08,0.0,1013.18,24.1,66.17,Quente (22-28°C),18.09,10.78,1.97,13.83,2.04,16.0,Boa,2,2
2023-01-09,0.0,1009.11,24.24,68.75,Quente (22-28°C),16.95,11.47,3.69,18.3,1.71,15.0,Boa,3,1
2023-01-10,0.02,1006.7,24.61,69.92,Quente (22-28°C),21.4,11.87,12.46,20.43,1.84,19.0,Boa,0,0
2023-01-11,0.01,1004.93,26.2,61.59,Quente (22-28°C),23.91,15.09,14.42,27.85,1.9,22.0,Boa,0,0
2023-01-12,0.0,1001.31,28.3,55.54,Muito Quente (>28°C),36.99,20.75,18.59,37.25,1.95,33.0,Boa,0,0
2023-01-13,0.61,1000.41,26.4,71.75,Quente (22-28°C),29.01,20.02,19.74,31.92,2.04,26.0,Boa,0,0
2023-01-14,0.0,1003.98,24.8,74.04,Quente (22-28°C),14.34,25.85,10.39,22.84,1.72,26.0,Boa,0,0
2023-01-15,0.0,1008.36,24.0,79.12,Quente (22-28°C),12.9,10.8,4.54,21.38,1.84,12.0,Boa,0,0
2023-01-16,0.0,1008.29,26.46,72.0,Quente (22-28°C),11.21,10.95,6.2,26.46,1.9,16.0,Boa,0,0
2023-01-17,0.0,1009.79,26.0,72.17,Quente (22-28°C),12.54,14.14,5.41,29.07,1.73,16.0,Boa,2,1
2023-01-18,0.01,1012.37,24.07,83.91,Quente (22-28°C),10.69,12.57,4.58,25.97,1.66,14.0,Boa,0,0
2023-01-19,0.0,1010.63,25.62,78.88,Quente (22-28°C),7.71,13.07,3.4,23.05,1.69,13.0,Boa,0,0
2023-01-20,0.0,1005.22,26.57,72.92,Quente (22-28°C),10.15,13.15,5.12,22.32,1.78,15.0,Boa,0,0
2023-01-21,0.43,1000.41,26.34,75.57,Quente (22-28°C),22.28,14.8,10.08,33.39,1.94,25.0,Boa,0,0
2023-01-22,0.0,999.99,26.8,72.21,Quente (22-28°C),14.99,17.75,9.49,45.38,1.78,31.0,Boa,0,0
2023-01-23,0.0,1002.86,26.97,67.33,Quente (22-28°C),23.15,17.31,22.46,54.73,1.92,49.0,Moderada,0,0
2023-01-24,0.0,1002.71,27.24,69.21,Quente (22-28°C),21.98,23.41,16.32,51.92,1.78,40.0,Boa,0,0
2023-01-25,0.0,1004.07,28.16,71.58,Muito Quente (>28°C),27.38,18.32,15.59,56.47,1.78,48.0,Moderada,0,0
2023-01-26,0.3,1004.56,27.95,71.0,Quente (22-28°C),22.3,13.47,12.07,51.77,1.83,35.0,Boa,0,0
2023-01-27,0.0,1004.34,27.72,65.04,Quente (22-28°C),20.24,15.61,15.6,60.16,1.88,52.0,Moderada,1,1
2023-01-28,0.45,1005.28,27.43,71.88,Quente (22-28°C),31.13,19.23,16.55,52.26,1.99,40.0,Boa,0,0
2023-01-29,0.0,1005.78,26.28,76.79,Quente (22-28°C),17.45,13.61,10.54,34.89,1.88,24.0,Boa,0,0
2023-01-30,0.0,1002.98,26.61,71.83,Quente (22-28°C),18.18,13.67,11.49,39.8,1.9,30.0,Boa,0,0
2023-01-31,0.0,1002.12,27.75,65.7,Quente (22-28°C),20.46,17.39,17.63,51.22,1.9,41.0,Moderada,0,0
2023-02-01,0.0,1004.91,27.91,69.88,Quente (22-28°C),24.67,13.68,12.52,45.3,1.92,33.0,Boa,0,0
2023-02-02,0.0,1005.38,27.13,73.75,Quente (22-28°C),16.41,13.51,6.95,34.47,1.85,22.0,Boa,0,0
2023-02-03,0.51,1001.94,25.37,83.71,Quente (22-28°C),12.13,14.36,12.09,26.4,1.99,16.0,Boa,0,0
2023-02-04,0.06,1004.04,24.28,76.92,Quente (22-28°C),8.79,14.85,10.74,27.84,1.88,17.0,Boa,0,0
2023-02-05,0.0,1005.35,23.78,69.21,Quente (22-28°C),14.83,18.41,10.68,31.59,1.74,20.0,Boa,0,0
2023-02-06,0.0,1006.19,26.52,61.74,Quente (22-28°C),16.99,21.77,16.27,46.02,1.77,34.0,Boa,0,0
2023-02-07,0.0,1007.07,26.54,55.38,Quente (22-28°C),20.48,13.82,11.12,43.46,1.78,31.0,Boa,0,0
2023-02-08,0.0,1005.69,27.4,66.83,Quente (22-28°C),19.4,17.69,5.91,34.88,1.86,54.0,Moderada,0,0
2023-02-09,0.01,1005.78,26.78,70.96,Quente (22-28°C),23.22,12.61,6.5,,1.79,20.0,Boa,0,0
2023-02-10,0.0,1006.16,27.75,66.96,Quente (22-28°C),26.37,11.46,7.14,91.75,2.01,116.0,Ruim,0,0
2023-02-11,0.0,1006.6,27.28,62.95,Quente (22-28°C),23.13,11.46,6.49,60.6,1.92,60.0,Moderada,0,0
2023-02-12,0.0,1005.0,27.27,62.83,Quente (22-28°C),20.86,10.84,3.13,63.67,1.8,67.0,Moderada,0,0
2023-02-13,0.0,1002.32,29.7,57.22,Muito Quente (>28°C),29.15,11.31,7.06,70.79,1.87,76.0,Moderada,5,1
2023-02-14,2.7,1000.54,27.6,69.92,Quente (22-28°C),29.95,10.99,7.29,63.0,1.82,39.0,Boa,0,0
2023-02-15,0.09,1000.08,23.84,83.67,Quente (22-28°C),14.03,10.91,8.41,47.65,1.89,30.0,Boa,2,2
2023-02-16,0.0,996.37,25.55,77.42,Quente (22-28°C),15.47,11.0,6.29,48.23,2.0,34.0,Boa,0,0
2023-02-17,0.3,999.63,22.19,73.61,Quente (22-28°C),10.93,10.98,5.82,42.3,1.65,20.0,Boa,0,0
2023-02-18,0.0,1013.88,17.82,53.29,Ameno (15-22°C),16.34,11.82,4.51,37.61,1.7,24.0,Boa,0,0
2023-02-19,0.0,1015.66,19.91,57.33,Ameno (15-22°C),16.88,10.86,2.88,34.76,1.84,22.0,Boa,4,1
2023-02-20,0.56,1011.08,20.39,84.5,Ameno (15-22°C),15.81,10.86,5.29,22.72,1.79,16.0,Boa,0,0
2023-02-21,0.22,1009.64,22.44,81.5,Quente (22-28°C),8.77,12.23,3.52,35.36,1.8,22.0,Boa,0,0
2023-02-22,0.0,1011.68,23.27,75.75,Quente (22-28°C),14.68,10.89,3.38,31.22,1.86,22.0,Boa,0,0
2023-02-23,0.0,1009.25,24.51,73.38,Quente (22-28°C),14.14,12.74,6.28,29.43,1.93,21.0,Boa,0,0
2023-02-24,0.03,1005.02,22.97,84.79,Quente (22-28°C),21.15,14.53,9.58,25.15,2.04,21.0,Boa,2,1
2023-02-25,0.38,1002.19,21.44,89.38,Ameno (15-22°C),17.49,13.1,7.71,31.35,2.07,23.0,Boa,5,1
2023-02-26,0.0,1007.06,22.61,80.67,Quente (22-28°C),29.23,22.03,9.54,18.68,2.1,26.0,Boa,0,0
2023-02-27,0.0,1012.98,24.82,78.39,Quente (22-28°C),,,,,,,Sem Dados,2,1
2023-02-28,0.0,1011.97,25.61,67.25,Quente (22-28°C),,,,,,,Sem Dados,0,0
2023-03-01,0.0,1007.9,26.15,70.08,Quente (22-28°C),,13.55,14.31,13.54,3.72,16.0,Boa,8,1
2023-03-02,0.0,1005.66,26.06,72.71,Quente (22-28°C),,26.48,11.43,43.71,2.03,34.0,Boa,0,0
2023-03-03,0.02,1005.37,24.92,80.17,Quente (22-28°C),,13.01,12.41,35.46,2.17,26.0,Boa,0,0
2023-03-04,0.39,1003.45,24.58,87.38,Quente (22-28°C),,13.17,6.79,23.85,2.05,18.0,Boa,0,0
2023-03-05,0.18,1005.55,23.96,82.17,Quente (22-28°C),,12.18,2.46,43.24,1.79,23.0,Boa,0,0
2023-03-06,0.31,1004.05,23.65,86.88,Quente (22-28°C),,12.41,4.43,37.6,1.88,19.0,Boa,0,0
2023-03-07,0.2,1001.63,24.44,86.58,Quente (22-28°C),,13.68,7.87,30.28,2.17,19.0,Boa,0,0
2023-03-08,0.0,1003.62,26.53,74.04,Quente (22-28°C),,15.79,9.72,36.43,2.29,29.0,Boa,0,0
2023-03-09,0.13,1007.33,26.42,77.17,Quente (22-28°C),,16.18,9.72,42.94,1.98,34.0,Boa,6,1
2023-03-10,0.0,1008.48,26.68,78.57,Quente (22-28°C),,12.05,4.59,38.7,2.13,24.0,Boa,0,0
2023-03-11,0.0,1009.01,26.61,77.5,Quente (22-28°C),,24.77,6.03,52.44,1.88,36.0,Boa,4,1
2023-03-12,0.0,1010.38,26.62,76.82,Quente (22-28°C),,12.02,2.28,34.03,1.81,24.0,Boa,0,0
2023-03-13,0.0,1009.97,26.71,74.96,Quente (22-28°C),,12.08,3.61,28.19,1.86,20.0,Boa,0,0
2023-03-14,0.0,1009.14,27.26,71.33,Quente (22-28°C),,18.63,4.52,29.66,1.74,22.0,Boa,0,0
2023-03-15,0.0,1008.72,27.76,67.42,Quente (22-28°C),,10.14,4.64,33.3,1.79,25.0,Boa,0,0
2023-03-16,0.0,1007.92,27.23,66.58,Quente (22-28°C),,14.37,5.94,37.67,1.86,30.0,Boa,0,0
2023-03-17,0.0,1008.0,27.36,68.39,Quente (22-28°C),,11.12,7.79,26.83,2.07,22.0,Boa,0,0
2023-03-18,0.0,1007.97,27.66,67.29,Quente (22-28°C),,16.85,6.44,27.03,2.12,23.0,Boa,0,0
2023-03-19,0.0,1006.68,26.43,66.12,Quente (22-28°C),,15.8,5.6,26.92,1.86,20.0,Boa,0,0
2023-03-20,0.97,1006.92,25.44,75.58,Quente (22-28°C),,17.72,12.48,21.77,1.97,19.0,Boa,0,0
2023-03-21,0.0,1010.51,24.82,81.7,Quente (22-28°C),,9.99,5.25,28.08,1.72,18.0,Boa,0,0
2023-03-22,0.0,1012.23,24.76,76.04,Quente (22-28°C),,9.84,3.06,27.99,1.87,17.0,Boa,5,1
2023-03-23,0.0,1009.66,26.53,71.83,Quente (22-28°C),,11.8,3.99,37.87,1.82,26.0,Boa,0,0
2023-03-24,0.0,1010.22,25.29,78.04,Quente (22-28°C),,11.07,5.28,24.21,1.85,15.0,Boa,0,0
2023-03-25,0.19,1006.41,24.1,82.75,Quente (22-28°C),,10.94,4.81,18.47,1.96,11.0,Boa,0,0
2023-03-26,0.03,1007.59,23.41,75.79,Quente (22-28°C),,15.4,4.31,28.81,1.76,17.0,Boa,0,0
2023-03-27,0.0,1012.0,21.97,68.21,Ameno (15-22°C),,10.71,5.81,21.49,1.75,15.0,Boa,0,0
2023-03-28,0.0,1007.81,23.64,65.79,Quente (22-28°C),,10.81,7.06,25.75,1.87,18.0,Boa,4,1
2023-03-29,1.27,1005.12,24.88,76.21,Quente (22-28°C),,14.47,8.9,27.86,1.9,20.0,Boa,4,1
2023-03-30,0.06,1008.2,23.24,83.33,Quente (22-28°C),,21.57,7.68,52.21,1.93,34.0,Boa,0,0
2023-03-31,0.01,1008.16,24.35,78.5,Quente (22-28°C),,19.97,6.9,35.87,1.92,25.0,Boa,6,2
2023-04-01,0.0,1011.68,19.29,60.0,Ameno (15-22°C),,10.95,3.54,27.33,1.8,14.0,Boa,7,2
2023-04-02,0.0,1011.78,19.61,72.25,Ameno (15-22°C),,14.01,5.4,24.31,1.8,18.0,Boa,0,0
2023-04-03,0.0,1008.18,21.59,69.25,Ameno (15-22°C),,11.75,7.05,30.36,1.87,24.0,Boa,0,0
2023-04-04,0.0,1008.16,21.75,80.75,Ameno (15-22°C),,12.47,8.0,24.51,1.84,17.0,Boa,4,1
2023-04-05,0.0,1011.25,22.18,73.08,Quente (22-28°C),,11.45,4.93,22.21,1.85,14.0,Boa,0,0
2023-04-06,0.0,1012.0,20.95,71.08,Ameno (15-22°C),,10.72,3.84,27.43,1.73,12.0,Boa,3,1
2023-04-07,0.0,1011.29,20.55,77.96,Ameno (15-22°C),,10.84,1.21,27.02,1.65,14.0,Boa,7,1
2023-04-08,0.0,1012.37,21.15,74.88,Ameno (15-22°C),,10.89,2.18,24.84,1.66,12.0,Boa,0,0
2023-04-09,0.0,1011.84,22.77,73.62,Quente (22-28°C),,15.36,3.73,24.49,1.81,18.0,Boa,0,0
2023-04-10,0.0,1011.38,24.45,70.71,Quente (22-28°C),,15.47,6.42,28.24,1.86,23.0,Boa,0,0
2023-04-11,0.0,1007.86,25.5,64.96,Quente (22-28°C),,23.18,11.89,22.02,2.14,23.0,Boa,6,1
2023-04-12,0.0,1004.59,24.89,69.62,Quente (22-28°C),,21.21,10.15,29.07,1.94,21.0,Boa,0,0
2023-04-13,0.43,1006.91,19.79,85.0,Ameno (15-22°C),,11.5,4.58,23.85,1.73,15.0,Boa,5,1
2023-04-14,0.0,1011.1,19.15,68.46,Ameno (15-22°C),,11.24,2.82,23.45,1.58,11.0,Boa,0,0
2023-04-15,0.0,1011.6,20.59,78.42,Ameno (15-22°C),,10.82,3.25,20.96,1.74,12.0,Boa,0,0
2023-04-16,0.54,1006.98,20.98,86.29,Ameno (15-22°C),,12.13,4.04,17.42,2.27,12.0,Boa,0,0
2023-04-17,0.01,1002.22,19.37,82.83,Ameno (15-22°C),,10.99,5.83,13.46,1.8,12.0,Boa,0,0
2023-04-18,0.0,999.4,19.32,69.12,Ameno (15-22°C),,20.52,10.69,19.61,1.89,21.0,Boa,0,0
2023-04-19,0.02,1001.49,15.51,57.96,Ameno (15-22°C),,24.11,9.5,20.48,1.88,24.0,Boa,6,1
2023-04-20,0.0,1012.04,14.85,72.96,Frio (<15°C),,19.5,10.84,16.67,1.78,19.0,Boa,0,0
2023-04-21,0.0,1014.08,17.82,72.79,Ameno (15-22°C),,16.73,7.83,24.95,1.83,20.0,Boa,0,0
2023-04-22,0.0,1014.06,20.15,68.38,Ameno (15-22°C),,13.92,5.69,25.03,1.84,20.0,Boa,3,1
2023-04-23,0.01,1014.75,20.62,74.46,Ameno (15-22°C),,11.82,4.19,23.41,1.99,18.0,Boa,0,0
2023-04-24,0.0,1013.7,22.28,73.12,Quente (22-28°C),,12.54,6.85,22.1,2.08,17.0,Boa,0,0
2023-04-25,0.0,1011.06,22.27,70.79,Quente (22-28°C),,13.29,9.92,18.27,2.03,13.0,Boa,0,0
2023-04-26,0.46,1007.48,20.25,83.17,Ameno (15-22°C),,14.16,9.26,24.27,1.89,14.0,Boa,0,0
2023-04-27,0.0,1008.87,19.41,80.5,Ameno (15-22°C),,10.7,10.18,21.96,1.45,15.0,Boa,0,0
2023-04-28,0.0,1011.72,19.03,74.12,Ameno (15-22°C),,5.65,12.5,24.62,0.76,20.0,Boa,0,0
2023-04-29,0.0,1011.17,20.09,71.46,Ameno (15-22°C),,4.39,7.61,25.31,0.68,19.0,Boa,0,0
2023-04-30,0.0,1009.0,21.82,69.25,Ameno (15-22°C),,4.36,7.03,18.18,0.81,16.0,Boa,4,1
2023-05-01,0.0,1009.52,20.69,76.62,Ameno (15-22°C),,4.29,4.32,25.96,0.44,16.0,Boa,0,0
2023-05-02,0.41,1010.28,18.51,93.0,Ameno (15-22°C),,4.22,2.8,26.38,0.38,14.0,Boa,5,2
2023-05-03,0.32,1009.52,18.15,94.82,Ameno (15-22°C),,4.22,3.21,28.77,0.37,14.0,Boa,5,1
2023-05-04,0.19,1009.95,20.7,94.67,Ameno (15-22°C),,4.8,7.73,13.5,0.74,10.0,Boa,0,0
2023-05-05,1.94,1012.7,20.28,96.88,Ameno (15-22°C),,5.35,9.34,7.96,0.76,5.0,Boa,0,0
2023-05-06,0.65,1010.85,20.82,94.54,Ameno (15-22°C),,5.04,4.33,12.48,0.7,6.0,Boa,0,0
2023-05-07,0.82,1007.92,22.31,90.83,Quente (22-28°C),,5.36,4.13,15.73,0.72,10.0,Boa,2,1
2023-05-08,0.02,1010.78,19.41,80.71,Ameno (15-22°C),,5.63,6.51,20.89,0.42,12.0,Boa,8,1
2023-05-09,0.01,1013.46,17.21,78.96,Ameno (15-22°C),,10.94,11.11,18.92,0.83,15.0,Boa,0,0
2023-05-10,0.0,1012.88,16.02,81.04,Ameno (15-22°C),,6.93,12.78,20.92,0.76,13.0,Boa,0,0
2023-05-11,0.01,1013.24,15.13,77.96,Ameno (15-22°C),,5.29,9.93,16.39,0.7,13.0,Boa,0,0
2023-05-12,0.03,1015.34,15.48,79.3,Ameno (15-22°C),,6.48,14.31,12.15,0.88,11.0,Boa,0,0
2023-05-13,0.0,1013.73,14.6,78.33,Frio (<15°C),,7.89,12.47,12.28,1.3,14.0,Boa,0,0
2023-05-14,0.0,1014.03,16.51,73.92,Ameno (15-22°C),,7.72,11.07,13.41,0.95,14.0,Boa,0,0
2023-05-15,0.01,1013.87,17.45,77.04,Ameno (15-22°C),,7.28,14.46,15.24,1.31,15.0,Boa,0,0
2023-05-16,0.0,1014.95,16.62,82.17,Ameno (15-22°C),,7.28,12.38,20.88,0.92,22.0,Boa,0,0
2023-05-17,0.0,1013.11,17.39,75.96,Ameno (15-22°C),,6.52,12.24,16.5,0.76,17.0,Boa,6,1
2023-05-18,0.01,1013.5,17.46,76.75,Ameno (15-22°C),,9.87,15.36,12.24,1.17,14.0,Boa,5,2
2023-05-19,0.0,1011.94,17.13,80.79,Ameno (15-22°C),,15.19,18.23,28.89,1.42,32.0,Boa,0,0
2023-05-20,0.01,1011.5,18.08,80.88,Ameno (15-22°C),,8.99,12.09,15.32,1.4,16.0,Boa,4,1
2023-05-21,0.0,1010.05,19.0,88.58,Ameno (15-22°C),,6.2,4.23,18.12,0.81,12.0,Boa,0,0
2023-05-22,0.02,1010.71,18.68,85.62,Ameno (15-22°C),,7.44,10.13,4.85,1.08,7.0,Boa,10,1
2023-05-23,0.0,1012.52,20.62,77.75,Ameno (15-22°C),,7.93,11.88,21.41,1.15,20.0,Boa,0,0
2023-05-24,0.0,1011.47,21.6,71.17,Ameno (15-22°C),,7.53,13.63,17.74,1.13,18.0,Boa,0,0
2023-05-25,0.0,1011.22,21.49,71.17,Ameno (15-22°C),,7.52,13.35,20.38,0.91,20.0,Boa,0,0
2023-05-26,0.0,1007.76,22.2,67.75,Quente (22-28°C),,7.66,14.42,14.59,1.2,11.0,Boa,0,0
2023-05-27,1.2,1008.85,20.9,85.5,Ameno (15-22°C),,5.61,4.16,17.87,0.59,10.0,Boa,0,0
2023-05-28,0.0,1017.92,15.74,64.25,Ameno (15-22°C),,5.4,2.08,25.17,0.44,12.0,Boa,4,1
2023-05-29,0.0,1017.46,14.8,78.21,Frio (<15°C),,5.57,5.15,14.88,0.53,11.0,Boa,0,0
2023-05-30,0.0,1015.2,17.08,76.25,Ameno (15-22°C),,6.87,7.23,10.91,0.85,8.0,Boa,0,0
2023-05-31,0.01,1014.39,16.63,83.21,Ameno (15-22°C),,7.42,10.85,10.02,1.09,10.0,Boa,0,0
2023-06-01,0.0,1014.95,16.78,84.29,Ameno (15-22°C),,8.33,12.08,14.52,1.1,14.0,Boa,0,0
2023-06-02,0.01,1012.95,18.62,77.33,Ameno (15-22°C),,5.7,12.93,17.95,1.19,18.0,Boa,0,0
2023-06-03,0.0,1011.38,18.4,73.33,Ameno (15-22°C),,11.26,9.41,13.65,1.15,13.0,Boa,8,1
2023-06-04,0.0,1013.57,18.8,79.42,Ameno (15-22°C),,6.83,7.55,14.36,1.21,14.0,Boa,0,0
2023-06-05,0.0,1016.71,17.81,79.67,Ameno (15-22°C),,5.07,6.33,17.06,0.49,12.0,Boa,0,0
2023-06-06,0.0,1014.29,16.7,78.5,Ameno (15-22°C),,5.13,7.31,12.9,0.89,11.0,Boa,0,0
2023-06-07,0.0,1012.95,18.68,79.67,Ameno (15-22°C),,10.59,9.71,13.31,1.27,14.0,Boa,0,0
2023-06-08,0.01,1011.56,19.97,78.21,Ameno (15-22°C),,5.57,10.17,15.4,1.21,16.0,Boa,0,0
2023-06-09,0.0,1007.34,21.62,65.08,Ameno (15-22°C),,10.09,15.9,15.37,1.3,15.0,Boa,0,0
2023-06-10,1.36,1004.95,20.2,75.04,Ameno (15-22°C),,5.99,8.3,20.92,0.78,15.0,Boa,6,2
2023-06-11,1.38,1011.83,12.18,81.75,Frio (<15°C),,5.15,1.3,28.2,0.42,16.0,Boa,0,0
2023-06-12,0.0,1019.11,9.54,68.58,Frio (<15°C),,5.0,6.95,15.36,0.66,10.0,Boa,7,1
2023-06-13,0.0,1023.41,10.6,72.79,Frio (<15°C),,5.5,8.54,12.65,0.9,11.0,Boa,8,1
2023-06-14,0.06,1020.45,13.83,83.33,Frio (<15°C),,4.81,5.16,15.76,0.63,12.0,Boa,0,0
2023-06-15,2.73,1013.14,14.77,95.25,Frio (<15°C),,4.77,2.61,32.02,0.33,14.0,Boa,6,1
